22,1
8,2
8,3
15,4
23,5
22,6
15,7
28,8
17,9
7,10
27,11
10,12
8,13
23,14
5,15
17,16
23,17
8,18
25,19
30,20
23,21
8,22
23,23
23,24
22,24
24,24
